player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000340,Dummy Player 340,PHX,0,0,home
8000341,Dummy Player 341,PHX,0,0,home
8000342,Dummy Player 342,PHX,0,0,home
8000343,Dummy Player 343,PHX,0,1,home
8000344,Dummy Player 344,PHX,1,0,home
8000345,Dummy Player 345,PHX,0,2,home
8000346,Dummy Player 346,PHX,1,0,home
8000347,Dummy Player 347,PHX,0,0,home
8000348,Dummy Player 348,PHX,0,1,home
8000349,Dummy Player 349,PHX,0,0,home
8000350,Dummy Player 350,PHX,1,0,home
8000351,Dummy Player 351,PHX,0,0,home
8000352,Dummy Player 352,PHX,0,0,home
8000353,Dummy Player 353,PHX,0,0,home
8000354,Dummy Player 354,PHX,2,0,home
8000355,Dummy Player 355,PHX,0,0,home
8000356,Dummy Player 356,PHX,0,0,home
8000357,Dummy Player 357,PHX,0,0,home
8000060,Dummy Player 60,BOS,0,0,home
8000061,Dummy Player 61,BOS,0,0,home
8000062,Dummy Player 62,BOS,0,0,home
8000063,Dummy Player 63,BOS,0,0,home
8000064,Dummy Player 64,BOS,0,0,home
8000065,Dummy Player 65,BOS,0,0,home
8000066,Dummy Player 66,BOS,0,0,home
8000067,Dummy Player 67,BOS,1,2,home
8000068,Dummy Player 68,BOS,0,0,home
8000069,Dummy Player 69,BOS,0,0,home
8000070,Dummy Player 70,BOS,0,0,home
8000071,Dummy Player 71,BOS,0,0,home
8000072,Dummy Player 72,BOS,0,0,home
8000073,Dummy Player 73,BOS,0,0,home
8000074,Dummy Player 74,BOS,1,0,home
8000075,Dummy Player 75,BOS,1,0,home
8000076,Dummy Player 76,BOS,0,0,home
8000077,Dummy Player 77,BOS,1,1,home
