player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000020,Dummy Player 20,SAC,0,0,home
8000021,Dummy Player 21,SAC,0,0,home
8000022,Dummy Player 22,SAC,0,2,home
8000023,Dummy Player 23,SAC,1,0,home
8000024,Dummy Player 24,SAC,0,0,home
8000025,Dummy Player 25,SAC,0,1,home
8000026,Dummy Player 26,SAC,0,0,home
8000027,Dummy Player 27,SAC,0,0,home
8000028,Dummy Player 28,SAC,1,1,home
8000029,Dummy Player 29,SAC,0,0,home
8000030,Dummy Player 30,SAC,0,0,home
8000031,Dummy Player 31,SAC,0,1,home
8000032,Dummy Player 32,SAC,1,1,home
8000033,Dummy Player 33,SAC,1,1,home
8000034,Dummy Player 34,SAC,1,0,home
8000035,Dummy Player 35,SAC,1,0,home
8000036,Dummy Player 36,SAC,1,0,home
8000037,Dummy Player 37,SAC,0,0,home
8000560,Dummy Player 560,ATL,0,0,home
8000561,Dummy Player 561,ATL,1,0,home
8000562,Dummy Player 562,ATL,1,2,home
8000563,Dummy Player 563,ATL,1,0,home
8000564,Dummy Player 564,ATL,1,0,home
8000565,Dummy Player 565,ATL,0,0,home
8000566,Dummy Player 566,ATL,0,0,home
8000567,Dummy Player 567,ATL,0,0,home
8000568,Dummy Player 568,ATL,1,0,home
8000569,Dummy Player 569,ATL,0,1,home
8000570,Dummy Player 570,ATL,0,0,home
8000571,Dummy Player 571,ATL,0,0,home
8000572,Dummy Player 572,ATL,0,0,home
8000573,Dummy Player 573,ATL,0,1,home
8000574,Dummy Player 574,ATL,0,0,home
8000575,Dummy Player 575,ATL,0,1,home
8000576,Dummy Player 576,ATL,0,0,home
8000577,Dummy Player 577,ATL,0,0,home
