player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000160,Dummy Player 160,PHI,0,1,home
8000161,Dummy Player 161,PHI,0,0,home
8000162,Dummy Player 162,PHI,2,1,home
8000163,Dummy Player 163,PHI,0,1,home
8000164,Dummy Player 164,PHI,0,0,home
8000165,Dummy Player 165,PHI,1,0,home
8000166,Dummy Player 166,PHI,0,0,home
8000167,Dummy Player 167,PHI,1,0,home
8000168,Dummy Player 168,PHI,1,0,home
8000169,Dummy Player 169,PHI,0,0,home
8000170,Dummy Player 170,PHI,1,0,home
8000171,Dummy Player 171,PHI,0,0,home
8000172,Dummy Player 172,PHI,1,0,home
8000173,Dummy Player 173,PHI,0,0,home
8000174,Dummy Player 174,PHI,1,0,home
8000175,Dummy Player 175,PHI,0,0,home
8000176,Dummy Player 176,PHI,0,0,home
8000177,Dummy Player 177,PHI,2,0,home
8000460,Dummy Player 460,MIN,0,0,home
8000461,Dummy Player 461,MIN,0,0,home
8000462,Dummy Player 462,MIN,1,0,home
8000463,Dummy Player 463,MIN,1,0,home
8000464,Dummy Player 464,MIN,0,0,home
8000465,Dummy Player 465,MIN,0,1,home
8000466,Dummy Player 466,MIN,0,0,home
8000467,Dummy Player 467,MIN,0,0,home
8000468,Dummy Player 468,MIN,1,0,home
8000469,Dummy Player 469,MIN,1,2,home
8000470,Dummy Player 470,MIN,1,0,home
8000471,Dummy Player 471,MIN,0,0,home
8000472,Dummy Player 472,MIN,1,0,home
8000473,Dummy Player 473,MIN,0,0,home
8000474,Dummy Player 474,MIN,0,0,home
8000475,Dummy Player 475,MIN,2,0,home
8000476,Dummy Player 476,MIN,1,0,home
8000477,Dummy Player 477,MIN,1,0,home
