player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000080,Dummy Player 80,HOU,1,0,home
8000081,Dummy Player 81,HOU,1,1,home
8000082,Dummy Player 82,HOU,1,0,home
8000083,Dummy Player 83,HOU,0,1,home
8000084,Dummy Player 84,HOU,0,0,home
8000085,Dummy Player 85,HOU,0,0,home
8000086,Dummy Player 86,HOU,2,0,home
8000087,Dummy Player 87,HOU,0,1,home
8000088,Dummy Player 88,HOU,0,0,home
8000089,Dummy Player 89,HOU,0,0,home
8000090,Dummy Player 90,HOU,1,0,home
8000091,Dummy Player 91,HOU,0,0,home
8000092,Dummy Player 92,HOU,0,0,home
8000093,Dummy Player 93,HOU,0,1,home
8000094,Dummy Player 94,HOU,1,0,home
8000095,Dummy Player 95,HOU,0,0,home
8000096,Dummy Player 96,HOU,0,0,home
8000097,Dummy Player 97,HOU,0,0,home
8000440,Dummy Player 440,NOP,0,0,home
8000441,Dummy Player 441,NOP,0,0,home
8000442,Dummy Player 442,NOP,0,0,home
8000443,Dummy Player 443,NOP,0,0,home
8000444,Dummy Player 444,NOP,0,0,home
8000445,Dummy Player 445,NOP,0,0,home
8000446,Dummy Player 446,NOP,0,0,home
8000447,Dummy Player 447,NOP,0,0,home
8000448,Dummy Player 448,NOP,1,1,home
8000449,Dummy Player 449,NOP,0,0,home
8000450,Dummy Player 450,NOP,0,0,home
8000451,Dummy Player 451,NOP,0,0,home
8000452,Dummy Player 452,NOP,0,1,home
8000453,Dummy Player 453,NOP,1,0,home
8000454,Dummy Player 454,NOP,0,0,home
8000455,Dummy Player 455,NOP,0,0,home
8000456,Dummy Player 456,NOP,0,0,home
8000457,Dummy Player 457,NOP,1,0,home
