player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000020,Dummy Player 20,SAC,0,0,home
8000021,Dummy Player 21,SAC,0,0,home
8000022,Dummy Player 22,SAC,0,0,home
8000023,Dummy Player 23,SAC,1,0,home
8000024,Dummy Player 24,SAC,1,0,home
8000025,Dummy Player 25,SAC,0,1,home
8000026,Dummy Player 26,SAC,0,0,home
8000027,Dummy Player 27,SAC,1,2,home
8000028,Dummy Player 28,SAC,0,0,home
8000029,Dummy Player 29,SAC,0,0,home
8000030,Dummy Player 30,SAC,0,1,home
8000031,Dummy Player 31,SAC,1,0,home
8000032,Dummy Player 32,SAC,0,0,home
8000033,Dummy Player 33,SAC,0,0,home
8000034,Dummy Player 34,SAC,0,0,home
8000035,Dummy Player 35,SAC,0,1,home
8000036,Dummy Player 36,SAC,0,0,home
8000037,Dummy Player 37,SAC,0,0,home
8000280,Dummy Player 280,DEN,0,0,home
8000281,Dummy Player 281,DEN,0,0,home
8000282,Dummy Player 282,DEN,1,0,home
8000283,Dummy Player 283,DEN,0,0,home
8000284,Dummy Player 284,DEN,1,0,home
8000285,Dummy Player 285,DEN,0,0,home
8000286,Dummy Player 286,DEN,0,0,home
8000287,Dummy Player 287,DEN,0,0,home
8000288,Dummy Player 288,DEN,0,0,home
8000289,Dummy Player 289,DEN,0,0,home
8000290,Dummy Player 290,DEN,1,0,home
8000291,Dummy Player 291,DEN,1,0,home
8000292,Dummy Player 292,DEN,0,1,home
8000293,Dummy Player 293,DEN,1,0,home
8000294,Dummy Player 294,DEN,0,0,home
8000295,Dummy Player 295,DEN,1,0,home
8000296,Dummy Player 296,DEN,0,0,home
8000297,Dummy Player 297,DEN,0,0,home
