player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000480,Dummy Player 480,CHA,0,0,home
8000481,Dummy Player 481,CHA,0,0,home
8000482,Dummy Player 482,CHA,0,0,home
8000483,Dummy Player 483,CHA,2,0,home
8000484,Dummy Player 484,CHA,1,0,home
8000485,Dummy Player 485,CHA,0,0,home
8000486,Dummy Player 486,CHA,0,0,home
8000487,Dummy Player 487,CHA,0,2,home
8000488,Dummy Player 488,CHA,0,0,home
8000489,Dummy Player 489,CHA,0,2,home
8000490,Dummy Player 490,CHA,0,0,home
8000491,Dummy Player 491,CHA,0,0,home
8000492,Dummy Player 492,CHA,0,0,home
8000493,Dummy Player 493,CHA,0,0,home
8000494,Dummy Player 494,CHA,1,0,home
8000495,Dummy Player 495,CHA,0,1,home
8000496,Dummy Player 496,CHA,2,1,home
8000497,Dummy Player 497,CHA,1,0,home
8000500,Dummy Player 500,GSW,0,0,home
8000501,Dummy Player 501,GSW,0,0,home
8000502,Dummy Player 502,GSW,0,1,home
8000503,Dummy Player 503,GSW,0,0,home
8000504,Dummy Player 504,GSW,1,0,home
8000505,Dummy Player 505,GSW,0,0,home
8000506,Dummy Player 506,GSW,0,0,home
8000507,Dummy Player 507,GSW,1,0,home
8000508,Dummy Player 508,GSW,2,1,home
8000509,Dummy Player 509,GSW,0,0,home
8000510,Dummy Player 510,GSW,1,2,home
8000511,Dummy Player 511,GSW,0,0,home
8000512,Dummy Player 512,GSW,0,0,home
8000513,Dummy Player 513,GSW,0,0,home
8000514,Dummy Player 514,GSW,0,0,home
8000515,Dummy Player 515,GSW,0,0,home
8000516,Dummy Player 516,GSW,0,0,home
8000517,Dummy Player 517,GSW,0,0,home
