player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000220,Dummy Player 220,MEM,0,1,home
8000221,Dummy Player 221,MEM,0,0,home
8000222,Dummy Player 222,MEM,1,1,home
8000223,Dummy Player 223,MEM,0,0,home
8000224,Dummy Player 224,MEM,0,0,home
8000225,Dummy Player 225,MEM,0,0,home
8000226,Dummy Player 226,MEM,2,0,home
8000227,Dummy Player 227,MEM,0,0,home
8000228,Dummy Player 228,MEM,0,0,home
8000229,Dummy Player 229,MEM,1,0,home
8000230,Dummy Player 230,MEM,0,0,home
8000231,Dummy Player 231,MEM,1,1,home
8000232,Dummy Player 232,MEM,0,0,home
8000233,Dummy Player 233,MEM,0,0,home
8000234,Dummy Player 234,MEM,1,0,home
8000235,Dummy Player 235,MEM,0,0,home
8000236,Dummy Player 236,MEM,0,0,home
8000237,Dummy Player 237,MEM,0,1,home
8000420,Dummy Player 420,UTA,0,0,home
8000421,Dummy Player 421,UTA,0,0,home
8000422,Dummy Player 422,UTA,0,1,home
8000423,Dummy Player 423,UTA,1,0,home
8000424,Dummy Player 424,UTA,1,0,home
8000425,Dummy Player 425,UTA,0,0,home
8000426,Dummy Player 426,UTA,1,0,home
8000427,Dummy Player 427,UTA,0,0,home
8000428,Dummy Player 428,UTA,0,0,home
8000429,Dummy Player 429,UTA,1,1,home
8000430,Dummy Player 430,UTA,1,0,home
8000431,Dummy Player 431,UTA,0,0,home
8000432,Dummy Player 432,UTA,0,0,home
8000433,Dummy Player 433,UTA,1,0,home
8000434,Dummy Player 434,UTA,0,0,home
8000435,Dummy Player 435,UTA,1,2,home
8000436,Dummy Player 436,UTA,0,0,home
8000437,Dummy Player 437,UTA,0,0,home
