player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000140,Dummy Player 140,MIA,0,1,home
8000141,Dummy Player 141,MIA,0,0,home
8000142,Dummy Player 142,MIA,0,0,home
8000143,Dummy Player 143,MIA,0,0,home
8000144,Dummy Player 144,MIA,1,0,home
8000145,Dummy Player 145,MIA,0,0,home
8000146,Dummy Player 146,MIA,0,2,home
8000147,Dummy Player 147,MIA,1,0,home
8000148,Dummy Player 148,MIA,0,0,home
8000149,Dummy Player 149,MIA,0,0,home
8000150,Dummy Player 150,MIA,1,0,home
8000151,Dummy Player 151,MIA,0,0,home
8000152,Dummy Player 152,MIA,1,0,home
8000153,Dummy Player 153,MIA,2,0,home
8000154,Dummy Player 154,MIA,0,0,home
8000155,Dummy Player 155,MIA,0,1,home
8000156,Dummy Player 156,MIA,1,0,home
8000157,Dummy Player 157,MIA,1,1,home
8000000,Dummy Player 0,TOR,0,0,home
8000001,Dummy Player 1,TOR,0,0,home
8000002,Dummy Player 2,TOR,1,0,home
8000003,Dummy Player 3,TOR,0,0,home
8000004,Dummy Player 4,TOR,1,1,home
8000005,Dummy Player 5,TOR,0,1,home
8000006,Dummy Player 6,TOR,1,0,home
8000007,Dummy Player 7,TOR,0,0,home
8000008,Dummy Player 8,TOR,2,0,home
8000009,Dummy Player 9,TOR,0,0,home
8000010,Dummy Player 10,TOR,1,0,home
8000011,Dummy Player 11,TOR,0,0,home
8000012,Dummy Player 12,TOR,0,0,home
8000013,Dummy Player 13,TOR,0,0,home
8000014,Dummy Player 14,TOR,0,0,home
8000015,Dummy Player 15,TOR,0,0,home
8000016,Dummy Player 16,TOR,1,1,home
8000017,Dummy Player 17,TOR,0,0,home
