player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000420,Dummy Player 420,UTA,0,0,home
8000421,Dummy Player 421,UTA,0,1,home
8000422,Dummy Player 422,UTA,0,0,home
8000423,Dummy Player 423,UTA,0,0,home
8000424,Dummy Player 424,UTA,0,0,home
8000425,Dummy Player 425,UTA,0,0,home
8000426,Dummy Player 426,UTA,0,1,home
8000427,Dummy Player 427,UTA,0,0,home
8000428,Dummy Player 428,UTA,0,0,home
8000429,Dummy Player 429,UTA,1,0,home
8000430,Dummy Player 430,UTA,0,0,home
8000431,Dummy Player 431,UTA,0,0,home
8000432,Dummy Player 432,UTA,1,1,home
8000433,Dummy Player 433,UTA,0,0,home
8000434,Dummy Player 434,UTA,0,1,home
8000435,Dummy Player 435,UTA,0,1,home
8000436,Dummy Player 436,UTA,0,0,home
8000437,Dummy Player 437,UTA,0,0,home
8000200,Dummy Player 200,MIL,0,2,home
8000201,Dummy Player 201,MIL,0,2,home
8000202,Dummy Player 202,MIL,0,0,home
8000203,Dummy Player 203,MIL,0,0,home
8000204,Dummy Player 204,MIL,0,0,home
8000205,Dummy Player 205,MIL,1,0,home
8000206,Dummy Player 206,MIL,0,0,home
8000207,Dummy Player 207,MIL,0,0,home
8000208,Dummy Player 208,MIL,1,0,home
8000209,Dummy Player 209,MIL,1,0,home
8000210,Dummy Player 210,MIL,1,0,home
8000211,Dummy Player 211,MIL,0,0,home
8000212,Dummy Player 212,MIL,1,0,home
8000213,Dummy Player 213,MIL,0,0,home
8000214,Dummy Player 214,MIL,0,0,home
8000215,Dummy Player 215,MIL,0,0,home
8000216,Dummy Player 216,MIL,0,0,home
8000217,Dummy Player 217,MIL,0,0,home
