player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000420,Dummy Player 420,UTA,1,0,home
8000421,Dummy Player 421,UTA,0,1,home
8000422,Dummy Player 422,UTA,2,0,home
8000423,Dummy Player 423,UTA,1,0,home
8000424,Dummy Player 424,UTA,0,1,home
8000425,Dummy Player 425,UTA,0,1,home
8000426,Dummy Player 426,UTA,0,0,home
8000427,Dummy Player 427,UTA,1,0,home
8000428,Dummy Player 428,UTA,1,0,home
8000429,Dummy Player 429,UTA,0,0,home
8000430,Dummy Player 430,UTA,0,0,home
8000431,Dummy Player 431,UTA,0,0,home
8000432,Dummy Player 432,UTA,0,0,home
8000433,Dummy Player 433,UTA,1,1,home
8000434,Dummy Player 434,UTA,0,0,home
8000435,Dummy Player 435,UTA,0,0,home
8000436,Dummy Player 436,UTA,0,0,home
8000437,Dummy Player 437,UTA,1,0,home
8000520,Dummy Player 520,DAL,0,0,home
8000521,Dummy Player 521,DAL,0,0,home
8000522,Dummy Player 522,DAL,0,0,home
8000523,Dummy Player 523,DAL,0,0,home
8000524,Dummy Player 524,DAL,0,0,home
8000525,Dummy Player 525,DAL,0,0,home
8000526,Dummy Player 526,DAL,0,0,home
8000527,Dummy Player 527,DAL,0,0,home
8000528,Dummy Player 528,DAL,0,0,home
8000529,Dummy Player 529,DAL,0,0,home
8000530,Dummy Player 530,DAL,0,0,home
8000531,Dummy Player 531,DAL,1,0,home
8000532,Dummy Player 532,DAL,0,0,home
8000533,Dummy Player 533,DAL,0,1,home
8000534,Dummy Player 534,DAL,0,0,home
8000535,Dummy Player 535,DAL,0,0,home
8000536,Dummy Player 536,DAL,1,0,home
8000537,Dummy Player 537,DAL,0,0,home
