player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000140,Dummy Player 140,MIA,0,0,home
8000141,Dummy Player 141,MIA,1,0,home
8000142,Dummy Player 142,MIA,0,0,home
8000143,Dummy Player 143,MIA,0,2,home
8000144,Dummy Player 144,MIA,0,0,home
8000145,Dummy Player 145,MIA,0,0,home
8000146,Dummy Player 146,MIA,0,1,home
8000147,Dummy Player 147,MIA,0,0,home
8000148,Dummy Player 148,MIA,0,0,home
8000149,Dummy Player 149,MIA,0,1,home
8000150,Dummy Player 150,MIA,1,0,home
8000151,Dummy Player 151,MIA,0,0,home
8000152,Dummy Player 152,MIA,0,0,home
8000153,Dummy Player 153,MIA,0,0,home
8000154,Dummy Player 154,MIA,1,0,home
8000155,Dummy Player 155,MIA,0,0,home
8000156,Dummy Player 156,MIA,0,0,home
8000157,Dummy Player 157,MIA,0,1,home
8000040,Dummy Player 40,ORL,0,0,home
8000041,Dummy Player 41,ORL,1,0,home
8000042,Dummy Player 42,ORL,0,1,home
8000043,Dummy Player 43,ORL,1,0,home
8000044,Dummy Player 44,ORL,0,0,home
8000045,Dummy Player 45,ORL,0,0,home
8000046,Dummy Player 46,ORL,0,0,home
8000047,Dummy Player 47,ORL,0,0,home
8000048,Dummy Player 48,ORL,0,0,home
8000049,Dummy Player 49,ORL,0,0,home
8000050,Dummy Player 50,ORL,1,0,home
8000051,Dummy Player 51,ORL,1,0,home
8000052,Dummy Player 52,ORL,1,0,home
8000053,Dummy Player 53,ORL,2,0,home
8000054,Dummy Player 54,ORL,0,0,home
8000055,Dummy Player 55,ORL,0,0,home
8000056,Dummy Player 56,ORL,0,1,home
8000057,Dummy Player 57,ORL,0,0,home
