player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000480,Dummy Player 480,CHA,0,0,home
8000481,Dummy Player 481,CHA,0,0,home
8000482,Dummy Player 482,CHA,0,0,home
8000483,Dummy Player 483,CHA,1,0,home
8000484,Dummy Player 484,CHA,0,0,home
8000485,Dummy Player 485,CHA,0,0,home
8000486,Dummy Player 486,CHA,0,1,home
8000487,Dummy Player 487,CHA,1,0,home
8000488,Dummy Player 488,CHA,0,0,home
8000489,Dummy Player 489,CHA,0,0,home
8000490,Dummy Player 490,CHA,0,0,home
8000491,Dummy Player 491,CHA,1,0,home
8000492,Dummy Player 492,CHA,1,0,home
8000493,Dummy Player 493,CHA,0,0,home
8000494,Dummy Player 494,CHA,0,0,home
8000495,Dummy Player 495,CHA,0,0,home
8000496,Dummy Player 496,CHA,1,0,home
8000497,Dummy Player 497,CHA,1,0,home
8000540,Dummy Player 540,LAC,1,0,home
8000541,Dummy Player 541,LAC,0,0,home
8000542,Dummy Player 542,LAC,1,0,home
8000543,Dummy Player 543,LAC,1,0,home
8000544,Dummy Player 544,LAC,1,0,home
8000545,Dummy Player 545,LAC,0,0,home
8000546,Dummy Player 546,LAC,1,0,home
8000547,Dummy Player 547,LAC,0,1,home
8000548,Dummy Player 548,LAC,0,0,home
8000549,Dummy Player 549,LAC,1,0,home
8000550,Dummy Player 550,LAC,1,0,home
8000551,Dummy Player 551,LAC,1,0,home
8000552,Dummy Player 552,LAC,0,0,home
8000553,Dummy Player 553,LAC,0,1,home
8000554,Dummy Player 554,LAC,0,0,home
8000555,Dummy Player 555,LAC,0,0,home
8000556,Dummy Player 556,LAC,0,0,home
8000557,Dummy Player 557,LAC,0,0,home
