player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000280,Dummy Player 280,DEN,0,0,home
8000281,Dummy Player 281,DEN,0,0,home
8000282,Dummy Player 282,DEN,0,0,home
8000283,Dummy Player 283,DEN,1,0,home
8000284,Dummy Player 284,DEN,0,0,home
8000285,Dummy Player 285,DEN,0,1,home
8000286,Dummy Player 286,DEN,0,0,home
8000287,Dummy Player 287,DEN,0,0,home
8000288,Dummy Player 288,DEN,0,0,home
8000289,Dummy Player 289,DEN,0,0,home
8000290,Dummy Player 290,DEN,1,1,home
8000291,Dummy Player 291,DEN,0,1,home
8000292,Dummy Player 292,DEN,0,0,home
8000293,Dummy Player 293,DEN,0,0,home
8000294,Dummy Player 294,DEN,1,0,home
8000295,Dummy Player 295,DEN,1,0,home
8000296,Dummy Player 296,DEN,1,1,home
8000297,Dummy Player 297,DEN,1,0,home
8000060,Dummy Player 60,BOS,0,0,home
8000061,Dummy Player 61,BOS,1,0,home
8000062,Dummy Player 62,BOS,1,0,home
8000063,Dummy Player 63,BOS,1,0,home
8000064,Dummy Player 64,BOS,1,0,home
8000065,Dummy Player 65,BOS,0,0,home
8000066,Dummy Player 66,BOS,0,0,home
8000067,Dummy Player 67,BOS,0,0,home
8000068,Dummy Player 68,BOS,0,0,home
8000069,Dummy Player 69,BOS,0,0,home
8000070,Dummy Player 70,BOS,0,0,home
8000071,Dummy Player 71,BOS,0,0,home
8000072,Dummy Player 72,BOS,0,1,home
8000073,Dummy Player 73,BOS,0,0,home
8000074,Dummy Player 74,BOS,0,0,home
8000075,Dummy Player 75,BOS,1,0,home
8000076,Dummy Player 76,BOS,1,0,home
8000077,Dummy Player 77,BOS,1,0,home
