player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000060,Dummy Player 60,BOS,0,0,home
8000061,Dummy Player 61,BOS,0,0,home
8000062,Dummy Player 62,BOS,0,2,home
8000063,Dummy Player 63,BOS,0,0,home
8000064,Dummy Player 64,BOS,0,1,home
8000065,Dummy Player 65,BOS,1,0,home
8000066,Dummy Player 66,BOS,0,0,home
8000067,Dummy Player 67,BOS,1,0,home
8000068,Dummy Player 68,BOS,1,0,home
8000069,Dummy Player 69,BOS,0,0,home
8000070,Dummy Player 70,BOS,0,0,home
8000071,Dummy Player 71,BOS,0,1,home
8000072,Dummy Player 72,BOS,1,0,home
8000073,Dummy Player 73,BOS,0,0,home
8000074,Dummy Player 74,BOS,1,0,home
8000075,Dummy Player 75,BOS,1,1,home
8000076,Dummy Player 76,BOS,0,2,home
8000077,Dummy Player 77,BOS,0,0,home
8000380,Dummy Player 380,IND,1,0,home
8000381,Dummy Player 381,IND,0,1,home
8000382,Dummy Player 382,IND,0,0,home
8000383,Dummy Player 383,IND,0,1,home
8000384,Dummy Player 384,IND,1,0,home
8000385,Dummy Player 385,IND,0,0,home
8000386,Dummy Player 386,IND,0,0,home
8000387,Dummy Player 387,IND,0,0,home
8000388,Dummy Player 388,IND,0,0,home
8000389,Dummy Player 389,IND,0,0,home
8000390,Dummy Player 390,IND,0,0,home
8000391,Dummy Player 391,IND,0,0,home
8000392,Dummy Player 392,IND,0,0,home
8000393,Dummy Player 393,IND,0,0,home
8000394,Dummy Player 394,IND,1,1,home
8000395,Dummy Player 395,IND,2,1,home
8000396,Dummy Player 396,IND,0,0,home
8000397,Dummy Player 397,IND,1,0,home
