player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000000,Dummy Player 0,TOR,0,0,home
8000001,Dummy Player 1,TOR,1,0,home
8000002,Dummy Player 2,TOR,0,0,home
8000003,Dummy Player 3,TOR,1,1,home
8000004,Dummy Player 4,TOR,0,0,home
8000005,Dummy Player 5,TOR,0,0,home
8000006,Dummy Player 6,TOR,2,0,home
8000007,Dummy Player 7,TOR,0,0,home
8000008,Dummy Player 8,TOR,0,0,home
8000009,Dummy Player 9,TOR,0,1,home
8000010,Dummy Player 10,TOR,0,2,home
8000011,Dummy Player 11,TOR,0,0,home
8000012,Dummy Player 12,TOR,1,0,home
8000013,Dummy Player 13,TOR,0,0,home
8000014,Dummy Player 14,TOR,0,0,home
8000015,Dummy Player 15,TOR,1,0,home
8000016,Dummy Player 16,TOR,0,2,home
8000017,Dummy Player 17,TOR,1,0,home
8000400,Dummy Player 400,OKC,0,0,home
8000401,Dummy Player 401,OKC,0,0,home
8000402,Dummy Player 402,OKC,0,0,home
8000403,Dummy Player 403,OKC,0,0,home
8000404,Dummy Player 404,OKC,0,0,home
8000405,Dummy Player 405,OKC,0,0,home
8000406,Dummy Player 406,OKC,0,0,home
8000407,Dummy Player 407,OKC,0,1,home
8000408,Dummy Player 408,OKC,0,0,home
8000409,Dummy Player 409,OKC,0,0,home
8000410,Dummy Player 410,OKC,0,0,home
8000411,Dummy Player 411,OKC,0,0,home
8000412,Dummy Player 412,OKC,1,0,home
8000413,Dummy Player 413,OKC,0,0,home
8000414,Dummy Player 414,OKC,0,0,home
8000415,Dummy Player 415,OKC,0,0,home
8000416,Dummy Player 416,OKC,1,0,home
8000417,Dummy Player 417,OKC,0,0,home
