player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000500,Dummy Player 500,GSW,1,0,home
8000501,Dummy Player 501,GSW,0,0,home
8000502,Dummy Player 502,GSW,0,2,home
8000503,Dummy Player 503,GSW,0,0,home
8000504,Dummy Player 504,GSW,0,0,home
8000505,Dummy Player 505,GSW,0,1,home
8000506,Dummy Player 506,GSW,0,1,home
8000507,Dummy Player 507,GSW,0,0,home
8000508,Dummy Player 508,GSW,0,1,home
8000509,Dummy Player 509,GSW,0,0,home
8000510,Dummy Player 510,GSW,0,0,home
8000511,Dummy Player 511,GSW,0,0,home
8000512,Dummy Player 512,GSW,0,1,home
8000513,Dummy Player 513,GSW,0,0,home
8000514,Dummy Player 514,GSW,0,0,home
8000515,Dummy Player 515,GSW,0,0,home
8000516,Dummy Player 516,GSW,1,0,home
8000517,Dummy Player 517,GSW,1,0,home
8000240,Dummy Player 240,WAS,0,0,home
8000241,Dummy Player 241,WAS,0,0,home
8000242,Dummy Player 242,WAS,0,0,home
8000243,Dummy Player 243,WAS,0,0,home
8000244,Dummy Player 244,WAS,0,0,home
8000245,Dummy Player 245,WAS,0,0,home
8000246,Dummy Player 246,WAS,0,0,home
8000247,Dummy Player 247,WAS,0,0,home
8000248,Dummy Player 248,WAS,0,0,home
8000249,Dummy Player 249,WAS,0,0,home
8000250,Dummy Player 250,WAS,0,0,home
8000251,Dummy Player 251,WAS,0,0,home
8000252,Dummy Player 252,WAS,0,0,home
8000253,Dummy Player 253,WAS,0,0,home
8000254,Dummy Player 254,WAS,1,0,home
8000255,Dummy Player 255,WAS,1,0,home
8000256,Dummy Player 256,WAS,0,0,home
8000257,Dummy Player 257,WAS,0,0,home
