player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000360,Dummy Player 360,BKN,0,0,home
8000361,Dummy Player 361,BKN,0,0,home
8000362,Dummy Player 362,BKN,0,0,home
8000363,Dummy Player 363,BKN,0,1,home
8000364,Dummy Player 364,BKN,0,0,home
8000365,Dummy Player 365,BKN,0,1,home
8000366,Dummy Player 366,BKN,1,0,home
8000367,Dummy Player 367,BKN,1,0,home
8000368,Dummy Player 368,BKN,0,0,home
8000369,Dummy Player 369,BKN,0,0,home
8000370,Dummy Player 370,BKN,0,0,home
8000371,Dummy Player 371,BKN,0,0,home
8000372,Dummy Player 372,BKN,0,0,home
8000373,Dummy Player 373,BKN,1,0,home
8000374,Dummy Player 374,BKN,1,0,home
8000375,Dummy Player 375,BKN,1,0,home
8000376,Dummy Player 376,BKN,0,0,home
8000377,Dummy Player 377,BKN,0,0,home
8000220,Dummy Player 220,MEM,0,0,home
8000221,Dummy Player 221,MEM,0,1,home
8000222,Dummy Player 222,MEM,1,0,home
8000223,Dummy Player 223,MEM,0,0,home
8000224,Dummy Player 224,MEM,0,0,home
8000225,Dummy Player 225,MEM,0,0,home
8000226,Dummy Player 226,MEM,0,0,home
8000227,Dummy Player 227,MEM,0,0,home
8000228,Dummy Player 228,MEM,0,0,home
8000229,Dummy Player 229,MEM,0,0,home
8000230,Dummy Player 230,MEM,0,1,home
8000231,Dummy Player 231,MEM,1,0,home
8000232,Dummy Player 232,MEM,1,0,home
8000233,Dummy Player 233,MEM,0,0,home
8000234,Dummy Player 234,MEM,0,0,home
8000235,Dummy Player 235,MEM,0,0,home
8000236,Dummy Player 236,MEM,0,0,home
8000237,Dummy Player 237,MEM,0,2,home
