player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000400,Dummy Player 400,OKC,0,0,home
8000401,Dummy Player 401,OKC,0,0,home
8000402,Dummy Player 402,OKC,0,0,home
8000403,Dummy Player 403,OKC,1,0,home
8000404,Dummy Player 404,OKC,0,0,home
8000405,Dummy Player 405,OKC,0,0,home
8000406,Dummy Player 406,OKC,1,0,home
8000407,Dummy Player 407,OKC,0,1,home
8000408,Dummy Player 408,OKC,0,0,home
8000409,Dummy Player 409,OKC,0,0,home
8000410,Dummy Player 410,OKC,0,0,home
8000411,Dummy Player 411,OKC,0,2,home
8000412,Dummy Player 412,OKC,0,2,home
8000413,Dummy Player 413,OKC,0,0,home
8000414,Dummy Player 414,OKC,0,0,home
8000415,Dummy Player 415,OKC,0,0,home
8000416,Dummy Player 416,OKC,0,0,home
8000417,Dummy Player 417,OKC,1,0,home
8000060,Dummy Player 60,BOS,2,0,home
8000061,Dummy Player 61,BOS,0,0,home
8000062,Dummy Player 62,BOS,1,0,home
8000063,Dummy Player 63,BOS,0,0,home
8000064,Dummy Player 64,BOS,1,0,home
8000065,Dummy Player 65,BOS,0,0,home
8000066,Dummy Player 66,BOS,0,1,home
8000067,Dummy Player 67,BOS,0,0,home
8000068,Dummy Player 68,BOS,0,0,home
8000069,Dummy Player 69,BOS,0,0,home
8000070,Dummy Player 70,BOS,1,2,home
8000071,Dummy Player 71,BOS,0,0,home
8000072,Dummy Player 72,BOS,0,0,home
8000073,Dummy Player 73,BOS,1,0,home
8000074,Dummy Player 74,BOS,0,0,home
8000075,Dummy Player 75,BOS,1,1,home
8000076,Dummy Player 76,BOS,0,0,home
8000077,Dummy Player 77,BOS,0,1,home
