player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000560,Dummy Player 560,ATL,0,0,home
8000561,Dummy Player 561,ATL,0,2,home
8000562,Dummy Player 562,ATL,0,0,home
8000563,Dummy Player 563,ATL,0,1,home
8000564,Dummy Player 564,ATL,0,2,home
8000565,Dummy Player 565,ATL,1,0,home
8000566,Dummy Player 566,ATL,0,0,home
8000567,Dummy Player 567,ATL,1,0,home
8000568,Dummy Player 568,ATL,0,0,home
8000569,Dummy Player 569,ATL,0,0,home
8000570,Dummy Player 570,ATL,0,0,home
8000571,Dummy Player 571,ATL,0,0,home
8000572,Dummy Player 572,ATL,1,2,home
8000573,Dummy Player 573,ATL,0,0,home
8000574,Dummy Player 574,ATL,0,0,home
8000575,Dummy Player 575,ATL,1,0,home
8000576,Dummy Player 576,ATL,0,0,home
8000577,Dummy Player 577,ATL,2,0,home
8000220,Dummy Player 220,MEM,1,0,home
8000221,Dummy Player 221,MEM,0,0,home
8000222,Dummy Player 222,MEM,0,0,home
8000223,Dummy Player 223,MEM,0,0,home
8000224,Dummy Player 224,MEM,0,0,home
8000225,Dummy Player 225,MEM,1,0,home
8000226,Dummy Player 226,MEM,0,0,home
8000227,Dummy Player 227,MEM,1,0,home
8000228,Dummy Player 228,MEM,0,0,home
8000229,Dummy Player 229,MEM,1,1,home
8000230,Dummy Player 230,MEM,2,0,home
8000231,Dummy Player 231,MEM,0,0,home
8000232,Dummy Player 232,MEM,0,1,home
8000233,Dummy Player 233,MEM,0,0,home
8000234,Dummy Player 234,MEM,0,1,home
8000235,Dummy Player 235,MEM,0,0,home
8000236,Dummy Player 236,MEM,1,0,home
8000237,Dummy Player 237,MEM,1,0,home
