player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000140,Dummy Player 140,MIA,1,0,home
8000141,Dummy Player 141,MIA,0,0,home
8000142,Dummy Player 142,MIA,0,0,home
8000143,Dummy Player 143,MIA,0,1,home
8000144,Dummy Player 144,MIA,1,0,home
8000145,Dummy Player 145,MIA,0,1,home
8000146,Dummy Player 146,MIA,0,1,home
8000147,Dummy Player 147,MIA,1,0,home
8000148,Dummy Player 148,MIA,1,1,home
8000149,Dummy Player 149,MIA,1,1,home
8000150,Dummy Player 150,MIA,0,2,home
8000151,Dummy Player 151,MIA,0,0,home
8000152,Dummy Player 152,MIA,0,0,home
8000153,Dummy Player 153,MIA,1,0,home
8000154,Dummy Player 154,MIA,0,0,home
8000155,Dummy Player 155,MIA,0,0,home
8000156,Dummy Player 156,MIA,0,0,home
8000157,Dummy Player 157,MIA,1,0,home
8000380,Dummy Player 380,IND,0,0,home
8000381,Dummy Player 381,IND,0,0,home
8000382,Dummy Player 382,IND,0,0,home
8000383,Dummy Player 383,IND,0,0,home
8000384,Dummy Player 384,IND,1,0,home
8000385,Dummy Player 385,IND,0,2,home
8000386,Dummy Player 386,IND,1,0,home
8000387,Dummy Player 387,IND,1,0,home
8000388,Dummy Player 388,IND,1,0,home
8000389,Dummy Player 389,IND,1,0,home
8000390,Dummy Player 390,IND,0,0,home
8000391,Dummy Player 391,IND,0,0,home
8000392,Dummy Player 392,IND,1,2,home
8000393,Dummy Player 393,IND,0,0,home
8000394,Dummy Player 394,IND,1,0,home
8000395,Dummy Player 395,IND,0,0,home
8000396,Dummy Player 396,IND,0,0,home
8000397,Dummy Player 397,IND,0,2,home
