player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000160,Dummy Player 160,PHI,0,0,home
8000161,Dummy Player 161,PHI,0,0,home
8000162,Dummy Player 162,PHI,2,0,home
8000163,Dummy Player 163,PHI,2,0,home
8000164,Dummy Player 164,PHI,0,1,home
8000165,Dummy Player 165,PHI,0,0,home
8000166,Dummy Player 166,PHI,1,0,home
8000167,Dummy Player 167,PHI,0,0,home
8000168,Dummy Player 168,PHI,0,0,home
8000169,Dummy Player 169,PHI,0,0,home
8000170,Dummy Player 170,PHI,0,2,home
8000171,Dummy Player 171,PHI,0,0,home
8000172,Dummy Player 172,PHI,0,0,home
8000173,Dummy Player 173,PHI,1,0,home
8000174,Dummy Player 174,PHI,0,1,home
8000175,Dummy Player 175,PHI,1,1,home
8000176,Dummy Player 176,PHI,1,0,home
8000177,Dummy Player 177,PHI,0,0,home
8000220,Dummy Player 220,MEM,0,0,home
8000221,Dummy Player 221,MEM,0,0,home
8000222,Dummy Player 222,MEM,1,0,home
8000223,Dummy Player 223,MEM,0,0,home
8000224,Dummy Player 224,MEM,0,0,home
8000225,Dummy Player 225,MEM,0,0,home
8000226,Dummy Player 226,MEM,0,0,home
8000227,Dummy Player 227,MEM,0,0,home
8000228,Dummy Player 228,MEM,0,0,home
8000229,Dummy Player 229,MEM,0,0,home
8000230,Dummy Player 230,MEM,1,0,home
8000231,Dummy Player 231,MEM,0,0,home
8000232,Dummy Player 232,MEM,0,0,home
8000233,Dummy Player 233,MEM,0,0,home
8000234,Dummy Player 234,MEM,1,0,home
8000235,Dummy Player 235,MEM,1,1,home
8000236,Dummy Player 236,MEM,0,0,home
8000237,Dummy Player 237,MEM,0,0,home
