player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000340,Dummy Player 340,PHX,2,0,home
8000341,Dummy Player 341,PHX,0,0,home
8000342,Dummy Player 342,PHX,0,0,home
8000343,Dummy Player 343,PHX,0,0,home
8000344,Dummy Player 344,PHX,0,0,home
8000345,Dummy Player 345,PHX,0,0,home
8000346,Dummy Player 346,PHX,0,0,home
8000347,Dummy Player 347,PHX,0,0,home
8000348,Dummy Player 348,PHX,0,0,home
8000349,Dummy Player 349,PHX,0,2,home
8000350,Dummy Player 350,PHX,0,0,home
8000351,Dummy Player 351,PHX,1,1,home
8000352,Dummy Player 352,PHX,0,0,home
8000353,Dummy Player 353,PHX,1,0,home
8000354,Dummy Player 354,PHX,0,0,home
8000355,Dummy Player 355,PHX,0,0,home
8000356,Dummy Player 356,PHX,0,0,home
8000357,Dummy Player 357,PHX,1,1,home
8000140,Dummy Player 140,MIA,0,0,home
8000141,Dummy Player 141,MIA,1,0,home
8000142,Dummy Player 142,MIA,0,0,home
8000143,Dummy Player 143,MIA,0,0,home
8000144,Dummy Player 144,MIA,0,0,home
8000145,Dummy Player 145,MIA,0,0,home
8000146,Dummy Player 146,MIA,0,0,home
8000147,Dummy Player 147,MIA,0,1,home
8000148,Dummy Player 148,MIA,0,0,home
8000149,Dummy Player 149,MIA,2,0,home
8000150,Dummy Player 150,MIA,0,0,home
8000151,Dummy Player 151,MIA,0,0,home
8000152,Dummy Player 152,MIA,2,0,home
8000153,Dummy Player 153,MIA,0,0,home
8000154,Dummy Player 154,MIA,0,0,home
8000155,Dummy Player 155,MIA,0,0,home
8000156,Dummy Player 156,MIA,1,0,home
8000157,Dummy Player 157,MIA,0,0,home
