player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000460,Dummy Player 460,MIN,0,0,home
8000461,Dummy Player 461,MIN,0,0,home
8000462,Dummy Player 462,MIN,1,0,home
8000463,Dummy Player 463,MIN,0,0,home
8000464,Dummy Player 464,MIN,1,0,home
8000465,Dummy Player 465,MIN,0,0,home
8000466,Dummy Player 466,MIN,0,0,home
8000467,Dummy Player 467,MIN,2,0,home
8000468,Dummy Player 468,MIN,0,1,home
8000469,Dummy Player 469,MIN,0,0,home
8000470,Dummy Player 470,MIN,1,1,home
8000471,Dummy Player 471,MIN,0,1,home
8000472,Dummy Player 472,MIN,0,0,home
8000473,Dummy Player 473,MIN,0,0,home
8000474,Dummy Player 474,MIN,0,0,home
8000475,Dummy Player 475,MIN,0,0,home
8000476,Dummy Player 476,MIN,0,0,home
8000477,Dummy Player 477,MIN,0,2,home
8000560,Dummy Player 560,ATL,1,0,home
8000561,Dummy Player 561,ATL,1,0,home
8000562,Dummy Player 562,ATL,0,0,home
8000563,Dummy Player 563,ATL,0,0,home
8000564,Dummy Player 564,ATL,0,1,home
8000565,Dummy Player 565,ATL,0,0,home
8000566,Dummy Player 566,ATL,0,0,home
8000567,Dummy Player 567,ATL,1,0,home
8000568,Dummy Player 568,ATL,1,0,home
8000569,Dummy Player 569,ATL,0,0,home
8000570,Dummy Player 570,ATL,0,0,home
8000571,Dummy Player 571,ATL,0,0,home
8000572,Dummy Player 572,ATL,0,0,home
8000573,Dummy Player 573,ATL,0,0,home
8000574,Dummy Player 574,ATL,0,2,home
8000575,Dummy Player 575,ATL,0,2,home
8000576,Dummy Player 576,ATL,0,0,home
8000577,Dummy Player 577,ATL,0,0,home
