player_person_id,player_person_fullName,player_person_currentTeam_name,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8000440,Dummy Player 440,NOP,0,0,home
8000441,Dummy Player 441,NOP,1,0,home
8000442,Dummy Player 442,NOP,1,0,home
8000443,Dummy Player 443,NOP,0,2,home
8000444,Dummy Player 444,NOP,0,0,home
8000445,Dummy Player 445,NOP,0,0,home
8000446,Dummy Player 446,NOP,0,0,home
8000447,Dummy Player 447,NOP,0,0,home
8000448,Dummy Player 448,NOP,0,0,home
8000449,Dummy Player 449,NOP,0,0,home
8000450,Dummy Player 450,NOP,1,0,home
8000451,Dummy Player 451,NOP,0,0,home
8000452,Dummy Player 452,NOP,0,0,home
8000453,Dummy Player 453,NOP,0,0,home
8000454,Dummy Player 454,NOP,0,0,home
8000455,Dummy Player 455,NOP,0,0,home
8000456,Dummy Player 456,NOP,0,0,home
8000457,Dummy Player 457,NOP,0,0,home
8000340,Dummy Player 340,PHX,1,0,home
8000341,Dummy Player 341,PHX,0,1,home
8000342,Dummy Player 342,PHX,1,0,home
8000343,Dummy Player 343,PHX,0,0,home
8000344,Dummy Player 344,PHX,0,0,home
8000345,Dummy Player 345,PHX,1,0,home
8000346,Dummy Player 346,PHX,0,0,home
8000347,Dummy Player 347,PHX,0,0,home
8000348,Dummy Player 348,PHX,1,0,home
8000349,Dummy Player 349,PHX,1,0,home
8000350,Dummy Player 350,PHX,1,0,home
8000351,Dummy Player 351,PHX,0,0,home
8000352,Dummy Player 352,PHX,2,0,home
8000353,Dummy Player 353,PHX,1,0,home
8000354,Dummy Player 354,PHX,0,0,home
8000355,Dummy Player 355,PHX,1,1,home
8000356,Dummy Player 356,PHX,0,0,home
8000357,Dummy Player 357,PHX,0,1,home
